LocationDimKey,Country,Latitude,Longitude,Region
9259,United Kingdom,55.4389,-3.6359,Western Europe
9260,France,45.7739,2.3497,Western Europe
9261,United Kingdom,55.3114,-3.2726,Western Europe
9262,Portugal,39.1044,-8.5372,Southern Europe
9263,Austria,47.0305,14.9201,Central Europe
9264,Belgium,50.1794,4.8149,Western Europe
9265,Italy,42.0026,12.8899,Southern Europe
9266,United Kingdom,55.545,-3.5906,Western Europe
9267,Germany,51.6308,10.3397,Central Europe
9268,Germany,51.2914,10.4253,Central Europe
9269,Switzerland,46.6983,8.0858,Central Europe
9270,Germany,51.3826,10.6085,Central Europe
9271,Norway,59.9891,8.1821,Northern Europe
9272,Portugal,39.5847,-7.7535,Southern Europe
9273,Germany,51.4578,10.1443,Central Europe
9274,Norway,60.7198,8.0419,Northern Europe
9275,Portugal,39.1516,-8.1948,Southern Europe
9276,Poland,51.8335,18.8716,Central Europe
9277,France,46.1333,1.9374,Western Europe
9278,Portugal,39.2477,-8.5947,Southern Europe
9279,United Kingdom,55.6349,-3.2465,Western Europe
9280,Portugal,39.4181,-7.9048,Southern Europe
9281,Sweden,60.0325,18.196,Northern Europe
9282,Belgium,50.3361,4.9642,Western Europe
9283,Belgium,50.5359,4.6755,Western Europe
9284,Poland,51.851,18.9634,Central Europe
9285,France,46.7068,2.5194,Western Europe
9286,Poland,52.308,18.805,Central Europe
9287,United Kingdom,54.9138,-3.7737,Western Europe
9288,Czech Republic,49.8179,15.0833,Central Europe
9289,Sweden,60.6077,18.1445,Northern Europe
9290,United Kingdom,55.6228,-3.6827,Western Europe
9291,United Kingdom,55.1862,-3.0722,Western Europe
9292,Sweden,59.6355,18.6945,Northern Europe
9293,Sweden,59.942,18.3911,Northern Europe
9294,Austria,47.6381,14.287,Central Europe
9295,Sweden,60.4675,18.9387,Northern Europe
9296,Denmark,56.6351,9.1375,Northern Europe
9297,Sweden,60.5706,18.3339,Northern Europe
9298,United Kingdom,55.5683,-3.1028,Western Europe
9299,Germany,51.3114,10.0152,Central Europe
9300,Portugal,39.3641,-8.055,Southern Europe
9301,Poland,52.1183,18.9041,Central Europe
9302,Spain,40.2793,-3.6096,Southern Europe
9303,Portugal,39.5684,-7.9389,Southern Europe
9304,Switzerland,46.9182,7.7622,Central Europe
9305,Netherlands,51.7375,5.4611,Western Europe
9306,Switzerland,46.8477,8.1638,Central Europe
9307,United Kingdom,55.6948,-2.9646,Western Europe
9308,Sweden,59.7222,18.744,Northern Europe
9309,Norway,60.0002,8.7858,Northern Europe
9310,Czech Republic,49.7814,15.1278,Central Europe
9311,Sweden,60.5169,18.5513,Northern Europe
9312,France,46.4513,2.5558,Western Europe
9313,Portugal,39.2849,-7.8008,Southern Europe
9314,Belgium,50.7224,4.5299,Western Europe
9315,Poland,51.8492,19.25,Central Europe
9316,Spain,40.3324,-3.8325,Southern Europe
9317,Portugal,38.919,-8.452,Southern Europe
9318,Spain,40.8791,-3.6777,Southern Europe
9319,Sweden,60.4095,18.246,Northern Europe
9320,Portugal,39.333,-8.5641,Southern Europe
9321,Switzerland,46.7119,8.1647,Central Europe
9322,Germany,51.2277,10.0928,Central Europe
9323,Germany,50.8703,10.0611,Central Europe
9324,Poland,51.9037,19.1013,Central Europe
9325,France,46.4422,1.9518,Western Europe
9326,United Kingdom,55.7607,-3.1914,Western Europe
9327,Belgium,50.6884,4.4187,Western Europe
9328,Switzerland,46.6168,7.7416,Central Europe
9329,Spain,40.2788,-3.9701,Southern Europe
9330,France,46.1991,1.7911,Western Europe
9331,Belgium,50.9489,4.8613,Western Europe
9332,Spain,40.181,-4.1858,Southern Europe
9333,Italy,42.1813,12.1655,Southern Europe
9334,United Kingdom,55.6786,-3.4806,Western Europe
9335,Austria,47.3652,14.1353,Central Europe
9336,Portugal,39.1916,-8.1399,Southern Europe
9337,Poland,51.7063,18.6878,Central Europe
9338,Norway,60.5336,8.5062,Northern Europe
9339,Austria,47.9155,14.9146,Central Europe
9340,Austria,47.5825,14.6951,Central Europe
9341,France,46.6622,2.056,Western Europe
9342,Poland,52.1959,18.9822,Central Europe
9343,Spain,40.2701,-3.4074,Southern Europe
9344,France,46.0995,1.9459,Western Europe
9345,Sweden,59.9537,18.5748,Northern Europe
9346,Germany,51.1329,10.3927,Central Europe
9347,Czech Republic,49.4682,15.5975,Central Europe
9348,Denmark,55.7791,9.8346,Northern Europe
9349,Poland,51.4206,19.3909,Central Europe
9350,United Kingdom,55.4996,-2.9552,Western Europe
9351,Czech Republic,49.6871,15.7088,Central Europe
9352,Poland,52.1288,18.8454,Central Europe
9353,Italy,42.3138,12.4922,Southern Europe
9354,Germany,51.3366,10.3589,Central Europe
9355,Sweden,59.7316,18.4535,Northern Europe
9356,Germany,51.4615,10.103,Central Europe
9357,Italy,41.8309,12.4739,Southern Europe
9358,Belgium,50.3521,4.9405,Western Europe
9359,Belgium,50.7003,4.7907,Western Europe
9360,United Kingdom,55.5198,-3.7012,Western Europe
9361,Spain,40.8631,-3.8365,Southern Europe
9362,Sweden,60.0991,18.5112,Northern Europe
9363,Switzerland,46.6696,8.7092,Central Europe
9364,Czech Republic,49.6617,15.6684,Central Europe
9365,Poland,51.72,19.3141,Central Europe
9366,France,46.2236,1.9585,Western Europe
9367,Austria,47.2781,14.8964,Central Europe
9368,France,45.9871,1.9602,Western Europe
9369,Portugal,39.2055,-8.2354,Southern Europe
9370,France,46.1082,2.5337,Western Europe
9371,United Kingdom,55.5333,-3.4043,Western Europe
9372,United Kingdom,55.2805,-3.8114,Western Europe
9373,Czech Republic,50.0205,15.489,Central Europe
9374,Norway,59.9836,8.1592,Northern Europe
9375,France,45.8084,2.4184,Western Europe
9376,France,46.4613,2.6802,Western Europe
9377,Poland,51.8336,18.8779,Central Europe
9378,Poland,52.0672,19.5086,Central Europe
9379,Italy,41.5857,12.6782,Southern Europe
9380,United Kingdom,55.5186,-3.5591,Western Europe
9381,Austria,47.4397,14.5173,Central Europe
9382,Spain,40.624,-4.0617,Southern Europe
9383,Sweden,60.0339,18.3574,Northern Europe
9384,United Kingdom,55.8256,-3.0128,Western Europe
9385,Italy,41.383,12.3673,Southern Europe
9386,Netherlands,52.3989,5.702,Western Europe
9387,United Kingdom,55.7686,-3.6915,Western Europe
9388,Norway,60.9092,8.6232,Northern Europe
9389,Belgium,50.6686,4.4425,Western Europe
9390,Spain,39.9638,-4.1048,Southern Europe
9391,Czech Republic,49.9365,15.2865,Central Europe
9392,Germany,51.6125,10.3004,Central Europe
9393,France,46.0333,2.2501,Western Europe
9394,France,46.6033,2.0261,Western Europe
9395,Switzerland,46.9153,8.2254,Central Europe
9396,Austria,47.6265,14.3601,Central Europe
9397,Switzerland,46.4921,8.4955,Central Europe
9398,Portugal,39.8396,-8.1729,Southern Europe
9399,United Kingdom,55.0426,-3.3068,Western Europe
9400,Czech Republic,49.8333,15.7776,Central Europe
9401,Norway,60.6718,8.9222,Northern Europe
9402,Netherlands,52.5453,5.3483,Western Europe
9403,Sweden,60.5529,18.3599,Northern Europe
9404,Norway,60.3273,8.8984,Northern Europe
9405,France,46.5387,1.8627,Western Europe
9406,Norway,60.4142,8.7,Northern Europe
9407,Austria,47.8759,14.9291,Central Europe
9408,Poland,52.2303,19.4624,Central Europe
9409,Germany,50.8051,10.5498,Central Europe
9410,Austria,47.1765,14.7618,Central Europe
9411,Spain,40.3662,-3.4681,Southern Europe
9412,Austria,47.0366,14.3867,Central Europe
9413,Sweden,60.0439,18.4411,Northern Europe
9414,Denmark,56.2456,9.3072,Northern Europe
9415,Sweden,60.6028,18.3735,Northern Europe
9416,Belgium,51.0002,4.8509,Western Europe
9417,Italy,41.6739,12.868,Southern Europe
9418,United Kingdom,55.76,-3.2682,Western Europe
9419,France,46.0997,1.811,Western Europe
9420,Czech Republic,49.6944,15.8976,Central Europe
9421,Belgium,50.4035,4.5574,Western Europe
9422,Portugal,39.5382,-8.5443,Southern Europe
9423,Norway,60.893,7.9742,Northern Europe
9424,Norway,60.0546,8.0778,Northern Europe
9425,Denmark,56.5182,9.7492,Northern Europe
9426,Italy,41.5775,12.2423,Southern Europe
9427,Austria,47.6753,14.9042,Central Europe
9428,United Kingdom,54.952,-3.7703,Western Europe
9429,Switzerland,47.1068,8.2483,Central Europe
9430,Switzerland,47.0071,8.4139,Central Europe
9431,Portugal,39.0207,-7.86,Southern Europe
9432,United Kingdom,55.7903,-3.7855,Western Europe
9433,Italy,42.1078,12.6121,Southern Europe
9434,Czech Republic,50.2437,15.3312,Central Europe
9435,Sweden,59.9401,18.4343,Northern Europe
9436,Poland,51.7016,18.7115,Central Europe
9437,Czech Republic,50.0612,15.2902,Central Europe
9438,Belgium,50.6553,4.5332,Western Europe
9439,Italy,41.8004,12.3084,Southern Europe
9440,Norway,60.5965,8.4182,Northern Europe
9441,Germany,51.3097,10.3145,Central Europe
9442,Czech Republic,49.926,15.2694,Central Europe
9443,Belgium,50.6605,4.8822,Western Europe
9444,Czech Republic,50.2346,14.9814,Central Europe
9445,Switzerland,46.9205,8.2224,Central Europe
9446,Poland,52.1614,18.651,Central Europe
9447,Belgium,50.0797,4.676,Western Europe
9448,Norway,60.7246,8.0949,Northern Europe
9449,Czech Republic,50.1342,15.9024,Central Europe
9450,Portugal,39.1634,-8.0974,Southern Europe
9451,Switzerland,47.1836,8.6599,Central Europe
9452,France,45.8982,2.6988,Western Europe
9453,Denmark,56.4432,9.8759,Northern Europe
9454,Spain,40.1033,-3.7997,Southern Europe
9455,Switzerland,47.3044,8.4479,Central Europe
9456,Italy,41.6571,12.2437,Southern Europe
9457,Italy,42.1264,12.3505,Southern Europe
9458,Norway,60.0178,8.8966,Northern Europe
9459,Netherlands,51.752,5.7293,Western Europe
9460,Netherlands,52.3184,4.8607,Western Europe
9461,Spain,40.7223,-3.7681,Southern Europe
9462,Denmark,56.3656,9.9615,Northern Europe
9463,Spain,40.4712,-3.5971,Southern Europe
9464,Sweden,60.406,18.5297,Northern Europe
9465,Belgium,50.7372,4.8402,Western Europe
9466,Spain,40.1449,-3.8612,Southern Europe
9467,Belgium,50.6076,4.1458,Western Europe
9468,France,46.6544,1.7768,Western Europe
9469,Belgium,50.6659,4.6798,Western Europe
9470,United Kingdom,55.7948,-3.6396,Western Europe
9471,Italy,42.3162,12.9343,Southern Europe
9472,Czech Republic,49.8257,15.6055,Central Europe
9473,Belgium,50.015,4.8818,Western Europe
9474,Poland,51.6853,18.8312,Central Europe
9475,United Kingdom,55.6402,-2.9991,Western Europe
9476,Italy,42.1769,12.8744,Southern Europe
9477,Austria,47.6839,14.18,Central Europe
9478,Netherlands,51.7119,5.4048,Western Europe
9479,Czech Republic,50.1023,15.4993,Central Europe
9480,Denmark,56.0218,9.5991,Northern Europe
9481,Germany,51.1692,10.7674,Central Europe
9482,Switzerland,46.6392,8.2893,Central Europe
9483,Belgium,50.1672,4.6483,Western Europe
9484,Spain,40.8991,-4.2062,Southern Europe
9485,Switzerland,47.2249,8.3466,Central Europe
9486,Czech Republic,50.2957,15.1395,Central Europe
9487,Spain,40.2035,-3.4038,Southern Europe
9488,Austria,47.1946,14.5101,Central Europe
9489,Poland,51.5673,19.0163,Central Europe
9490,Netherlands,51.8813,5.5867,Western Europe
9491,Belgium,50.8306,4.8389,Western Europe
9492,Norway,60.8943,8.9262,Northern Europe
9493,Austria,47.8541,14.2804,Central Europe
9494,France,46.4478,2.3233,Western Europe
9495,Poland,51.4936,19.4084,Central Europe
9496,Italy,41.5795,12.188,Southern Europe
9497,Czech Republic,50.272,15.5859,Central Europe
9498,Belgium,50.4116,4.0404,Western Europe
9499,Spain,40.9574,-3.8291,Southern Europe
9500,France,46.2706,2.4166,Western Europe
9501,Denmark,56.5724,9.5975,Northern Europe
9502,Norway,60.5862,8.3494,Northern Europe
9503,Belgium,50.6774,4.198,Western Europe
9504,United Kingdom,55.1108,-3.3593,Western Europe
9505,Spain,40.609,-4.1365,Southern Europe
9506,France,45.9961,2.4943,Western Europe
9507,Portugal,38.9227,-7.7428,Southern Europe
9508,Switzerland,46.7336,7.8001,Central Europe
9509,Germany,51.3194,10.3377,Central Europe
9510,Czech Republic,49.5541,15.2392,Central Europe
9511,Norway,60.9655,8.0723,Northern Europe
9512,Italy,42.3157,12.4863,Southern Europe
9513,Denmark,56.1172,9.4619,Northern Europe
9514,Austria,47.9361,14.2575,Central Europe
9515,Czech Republic,49.336,15.619,Central Europe
9516,Sweden,60.5901,18.3704,Northern Europe
9517,Italy,41.3821,12.4402,Southern Europe
9518,Netherlands,52.133,5.2854,Western Europe
9519,Czech Republic,49.5861,15.3079,Central Europe
9520,Norway,60.0461,8.0479,Northern Europe
9521,Czech Republic,49.5426,15.6615,Central Europe
9522,Denmark,56.1699,9.1001,Northern Europe
9523,United Kingdom,55.371,-3.3623,Western Europe
9524,Norway,60.5268,8.2185,Northern Europe
9525,Portugal,38.978,-8.2332,Southern Europe
9526,Belgium,50.0975,4.9643,Western Europe
9527,France,46.6154,2.5876,Western Europe
9528,United Kingdom,55.4655,-2.9449,Western Europe
9529,Germany,50.9417,10.2233,Central Europe
9530,France,46.3058,1.8415,Western Europe
9531,Sweden,59.732,18.8423,Northern Europe
9532,Portugal,38.9256,-7.8089,Southern Europe
9533,Austria,47.7229,14.4177,Central Europe
9534,United Kingdom,55.0015,-3.7013,Western Europe
9535,United Kingdom,55.4633,-3.4392,Western Europe
9536,Sweden,60.1379,18.4947,Northern Europe
9537,Italy,41.6572,12.7398,Southern Europe
9538,Austria,47.2606,14.21,Central Europe
9539,Denmark,56.4626,9.6725,Northern Europe
9540,Portugal,39.0508,-7.9076,Southern Europe
9541,Netherlands,51.7626,5.2547,Western Europe
9542,Sweden,59.8191,18.7107,Northern Europe
9543,Italy,41.4697,12.5292,Southern Europe
9544,Denmark,56.2579,9.7141,Northern Europe
9545,Netherlands,52.4451,5.2028,Western Europe
9546,Austria,47.4379,14.0736,Central Europe
9547,Netherlands,51.669,5.7215,Western Europe
9548,Netherlands,51.8946,5.7217,Western Europe
9549,France,46.6589,2.5332,Western Europe
9550,Germany,50.8524,10.6748,Central Europe
9551,Czech Republic,50.2231,15.0136,Central Europe
9552,Poland,51.7896,19.1376,Central Europe
9553,Austria,47.286,14.6978,Central Europe
9554,Italy,41.9083,12.8039,Southern Europe
9555,Sweden,60.55,18.7168,Northern Europe
9556,Germany,50.7593,10.9048,Central Europe
9557,France,46.0363,2.6438,Western Europe
9558,Poland,52.253,19.6044,Central Europe
9559,United Kingdom,55.0252,-3.6298,Western Europe
9560,Italy,41.887,12.3423,Southern Europe
9561,Belgium,50.4066,4.2929,Western Europe
9562,Denmark,56.2595,9.8249,Northern Europe
9563,Austria,47.2063,14.8865,Central Europe
9564,United Kingdom,55.123,-3.6522,Western Europe
9565,Sweden,59.9446,18.3122,Northern Europe
9566,United Kingdom,54.9185,-3.2004,Western Europe
9567,Spain,40.5044,-3.2913,Southern Europe
9568,Poland,52.3865,19.2017,Central Europe
9569,Austria,47.4236,14.662,Central Europe
9570,Poland,52.3121,19.2812,Central Europe
9571,Spain,40.5139,-4.0471,Southern Europe
9572,Norway,60.096,8.3732,Northern Europe
9573,Netherlands,52.3259,5.1488,Western Europe
9574,Germany,50.6806,10.1358,Central Europe
9575,Denmark,56.3205,9.9428,Northern Europe
9576,Sweden,59.6688,18.4842,Northern Europe
9577,Switzerland,47.2752,7.9369,Central Europe
9578,United Kingdom,55.2327,-3.4093,Western Europe
9579,Portugal,38.9103,-8.637,Southern Europe
9580,Austria,47.786,14.5278,Central Europe
9581,Italy,42.1271,12.7373,Southern Europe
9582,Sweden,60.1168,19.0908,Northern Europe
9583,Belgium,50.5445,3.9842,Western Europe
9584,Norway,60.5949,8.239,Northern Europe
9585,Portugal,39.5269,-8.3377,Southern Europe
9586,Poland,51.8181,19.332,Central Europe
9587,Austria,47.6451,14.1359,Central Europe
9588,Czech Republic,49.6883,15.2076,Central Europe
9589,Czech Republic,50.0683,15.491,Central Europe
9590,United Kingdom,55.481,-3.8572,Western Europe
9591,Poland,52.4011,18.6986,Central Europe
9592,Italy,42.0669,12.4471,Southern Europe
9593,Germany,51.508,10.6715,Central Europe
9594,Sweden,59.8647,18.3471,Northern Europe
9595,Belgium,50.9654,4.9557,Western Europe
9596,United Kingdom,54.9624,-3.8005,Western Europe
9597,Czech Republic,50.0206,15.0581,Central Europe
9598,Norway,60.7493,8.9249,Northern Europe
9599,Austria,47.1938,14.5237,Central Europe
9600,Austria,47.0295,14.6627,Central Europe
9601,Italy,41.5215,12.3192,Southern Europe
9602,Sweden,60.1349,19.069,Northern Europe
9603,Spain,40.8679,-3.5658,Southern Europe
9604,Sweden,59.9411,18.8595,Northern Europe
9605,Germany,51.2336,10.4782,Central Europe
9606,Netherlands,51.9853,5.0771,Western Europe
9607,France,46.6962,1.9035,Western Europe
9608,Sweden,60.0454,18.9108,Northern Europe
9609,Switzerland,46.4141,8.1596,Central Europe
9610,United Kingdom,55.13,-3.0362,Western Europe
9611,Sweden,60.2,18.2527,Northern Europe
9612,France,45.9012,1.7732,Western Europe
9613,Spain,40.6782,-3.6486,Southern Europe
9614,United Kingdom,55.0871,-3.6769,Western Europe
9615,Switzerland,47.0668,8.1697,Central Europe
9616,Sweden,60.2702,18.3552,Northern Europe
9617,Poland,51.9608,19.3844,Central Europe
9618,Italy,41.5557,12.1446,Southern Europe
9619,Poland,51.6334,19.4421,Central Europe
9620,Denmark,56.4562,9.1245,Northern Europe
9621,United Kingdom,55.0764,-3.04,Western Europe
9622,Italy,42.1256,12.3601,Southern Europe
9623,Netherlands,52.0803,5.5886,Western Europe
9624,Denmark,56.3959,9.6486,Northern Europe
9625,Austria,47.1567,14.4663,Central Europe
9626,Spain,40.1947,-4.1524,Southern Europe
9627,Belgium,50.353,4.9256,Western Europe
9628,Portugal,39.5202,-8.3688,Southern Europe
9629,Norway,60.9326,8.4182,Northern Europe
9630,Czech Republic,50.1373,15.346,Central Europe
9631,Belgium,50.1653,4.8259,Western Europe
9632,Denmark,56.4435,9.5781,Northern Europe
9633,Norway,60.6669,7.969,Northern Europe
9634,Italy,41.9987,12.2756,Southern Europe
9635,Sweden,59.8775,18.932,Northern Europe
9636,Switzerland,47.1357,8.2346,Central Europe
9637,Germany,51.07,10.6102,Central Europe
9638,France,46.3457,2.2067,Western Europe
9639,United Kingdom,55.829,-3.8151,Western Europe
9640,Spain,40.6667,-3.7681,Southern Europe
9641,Switzerland,47.2653,8.2466,Central Europe
9642,Switzerland,46.5854,7.9659,Central Europe
9643,Poland,52.2778,18.7829,Central Europe
9644,Germany,51.6241,10.3659,Central Europe
9645,Switzerland,47.1833,8.166,Central Europe
9646,Norway,60.148,8.1977,Northern Europe
9647,Austria,47.79,14.9569,Central Europe
9648,Belgium,50.9986,4.3082,Western Europe
9649,Switzerland,46.4954,8.5583,Central Europe
9650,United Kingdom,55.2752,-3.7215,Western Europe
9651,Portugal,39.3823,-8.5045,Southern Europe
9652,Czech Republic,49.7141,15.366,Central Europe
9653,Belgium,50.7795,4.7213,Western Europe
9654,Netherlands,52.3883,5.5021,Western Europe
9655,Netherlands,51.7324,4.8914,Western Europe
9656,Poland,51.5647,19.5929,Central Europe
9657,Belgium,50.88,4.8029,Western Europe
9658,Czech Republic,49.7869,15.8694,Central Europe
9659,Sweden,60.581,18.8222,Northern Europe
9660,Switzerland,47.1069,7.8894,Central Europe
9661,Austria,47.8383,14.4878,Central Europe
9662,Austria,47.8659,14.3015,Central Europe
9663,Italy,42.1943,12.2887,Southern Europe
9664,Spain,40.3663,-4.0519,Southern Europe
9665,Spain,40.9014,-3.9874,Southern Europe
9666,Belgium,50.6347,4.674,Western Europe
9667,Switzerland,46.9748,7.7631,Central Europe
9668,Portugal,39.1575,-8.4525,Southern Europe
9669,Norway,60.0474,8.5719,Northern Europe
9670,Belgium,50.2601,4.7191,Western Europe
9671,United Kingdom,55.0824,-3.0193,Western Europe
9672,Germany,50.8277,10.511,Central Europe
9673,Netherlands,52.5258,5.7039,Western Europe
9674,Poland,52.1541,19.5998,Central Europe
9675,Norway,60.819,8.8242,Northern Europe
9676,Portugal,39.6922,-7.7503,Southern Europe
9677,Sweden,60.5411,18.4017,Northern Europe
9678,Belgium,50.083,4.1572,Western Europe
9679,Germany,51.4152,10.9207,Central Europe
9680,Norway,60.0837,8.7801,Northern Europe
9681,Switzerland,47.0642,8.0796,Central Europe
9682,Switzerland,46.3559,8.6713,Central Europe
9683,Denmark,56.2509,9.9889,Northern Europe
9684,Netherlands,51.8534,5.4406,Western Europe
9685,Netherlands,51.8814,5.2111,Western Europe
9686,United Kingdom,55.7647,-3.2845,Western Europe
9687,Netherlands,52.06,5.2692,Western Europe
9688,United Kingdom,55.446,-2.9738,Western Europe
9689,Austria,47.883,14.9554,Central Europe
9690,Switzerland,46.8548,8.3621,Central Europe
9691,Belgium,50.0857,4.1777,Western Europe
9692,Sweden,60.5893,19.0527,Northern Europe
9693,Italy,41.6388,12.0837,Southern Europe
9694,Sweden,59.7141,18.28,Northern Europe
9695,Netherlands,52.0963,5.7633,Western Europe
9696,Norway,60.5209,8.8195,Northern Europe
9697,France,45.8039,2.0341,Western Europe
9698,Netherlands,52.3456,4.8406,Western Europe
9699,Netherlands,52.1097,5.4793,Western Europe
9700,Austria,47.4779,14.3561,Central Europe
9701,Poland,52.0776,19.4847,Central Europe
9702,Czech Republic,49.8709,15.4395,Central Europe
9703,Switzerland,46.4112,8.3859,Central Europe
9704,United Kingdom,55.2314,-3.7062,Western Europe
9705,Sweden,60.4331,18.7225,Northern Europe
9706,Poland,52.2823,19.484,Central Europe
9707,Belgium,50.6565,4.4112,Western Europe
9708,France,45.9486,2.6103,Western Europe
9709,Netherlands,52.1409,5.6567,Western Europe
9710,Switzerland,47.1404,7.76,Central Europe
9711,Switzerland,47.137,8.4132,Central Europe
9712,France,45.9449,2.1685,Western Europe
9713,Denmark,56.3909,9.5695,Northern Europe
9714,Belgium,50.1891,3.9706,Western Europe
9715,Spain,40.367,-3.6818,Southern Europe
9716,Sweden,59.8618,19.0817,Northern Europe
9717,Belgium,50.6416,4.1203,Western Europe
9718,Poland,52.2964,19.0648,Central Europe
9719,Denmark,56.7411,9.4957,Northern Europe
9720,Sweden,60.3479,18.8577,Northern Europe
9721,Czech Republic,49.5377,15.3585,Central Europe
9722,Italy,42.1705,12.7973,Southern Europe
9723,Germany,50.9922,10.6654,Central Europe
9724,United Kingdom,55.7702,-2.9982,Western Europe
9725,Czech Republic,49.763,15.7062,Central Europe
9726,Austria,47.4774,14.5326,Central Europe
9727,Austria,47.0593,14.6447,Central Europe
9728,Portugal,38.9533,-8.3966,Southern Europe
9729,Poland,52.1281,19.0298,Central Europe
9730,Austria,47.6097,14.9058,Central Europe
9731,Netherlands,51.8557,5.4114,Western Europe
9732,Belgium,50.7237,4.7655,Western Europe
9733,Poland,51.9836,19.4055,Central Europe
9734,Poland,51.5697,19.5325,Central Europe
9735,Italy,41.9483,12.8088,Southern Europe
9736,Denmark,56.4636,9.5755,Northern Europe
9737,Czech Republic,49.3403,15.8253,Central Europe
9738,Czech Republic,50.1355,15.2914,Central Europe
9739,Czech Republic,49.8575,15.7808,Central Europe
9740,Netherlands,51.7661,4.9965,Western Europe
9741,Netherlands,52.0693,5.4714,Western Europe
9742,Switzerland,47.2425,8.0814,Central Europe
9743,Portugal,39.177,-7.884,Southern Europe
9744,Portugal,39.3015,-8.6567,Southern Europe
9745,Spain,40.856,-4.1051,Southern Europe
9746,Denmark,56.4187,9.3379,Northern Europe
9747,Portugal,39.7005,-8.0853,Southern Europe
9748,Italy,41.5964,12.5695,Southern Europe
9749,Germany,51.6327,10.7399,Central Europe
9750,France,45.8893,2.6165,Western Europe
9751,Germany,50.6673,10.8294,Central Europe
9752,United Kingdom,55.4559,-3.1791,Western Europe
9753,Norway,60.5605,8.1302,Northern Europe
9754,Spain,40.4306,-3.5055,Southern Europe
9755,Netherlands,51.8167,5.3624,Western Europe
9756,Spain,40.2859,-4.027,Southern Europe
9757,Austria,47.2682,14.3776,Central Europe
9758,United Kingdom,55.5585,-3.3561,Western Europe
9759,France,46.2866,1.8352,Western Europe
9760,Poland,51.4195,19.6289,Central Europe
9761,Norway,60.43,8.6083,Northern Europe
9762,Italy,42.2206,12.2904,Southern Europe
9763,Italy,41.7884,12.5425,Southern Europe
9764,United Kingdom,55.5052,-3.0007,Western Europe
9765,Sweden,59.7731,18.8489,Northern Europe
9766,Sweden,60.3624,18.3725,Northern Europe
9767,Netherlands,52.0054,5.3986,Western Europe
9768,Czech Republic,50.2122,15.218,Central Europe
9769,Sweden,60.2931,18.3624,Northern Europe
9770,Denmark,56.1284,9.7682,Northern Europe
9771,Italy,42.3379,12.4681,Southern Europe
9772,France,46.6314,2.6043,Western Europe
9773,Switzerland,46.3986,8.0298,Central Europe
9774,Austria,47.6779,14.3156,Central Europe
9775,Czech Republic,49.6764,15.8573,Central Europe
9776,Czech Republic,49.5015,15.5526,Central Europe
9777,Sweden,60.214,18.519,Northern Europe
9778,Norway,59.9836,8.5631,Northern Europe
9779,Netherlands,52.4545,5.4703,Western Europe
9780,Belgium,50.2301,4.3798,Western Europe
9781,Italy,41.6903,12.6538,Southern Europe
9782,Denmark,56.4711,9.1699,Northern Europe
9783,Czech Republic,50.2316,15.3493,Central Europe
9784,Belgium,50.606,4.1029,Western Europe
9785,Austria,47.1466,14.3459,Central Europe
9786,Germany,51.1642,10.4858,Central Europe
9787,Germany,50.9677,10.6825,Central Europe
9788,Norway,60.3377,8.1169,Northern Europe
9789,United Kingdom,55.1737,-3.4259,Western Europe
9790,Norway,60.4684,8.0782,Northern Europe
9791,France,45.8076,1.8063,Western Europe
9792,Austria,47.8177,14.3414,Central Europe
9793,Italy,41.9854,12.2337,Southern Europe
9794,Norway,60.119,8.6773,Northern Europe
9795,Sweden,60.3548,18.8603,Northern Europe
9796,Germany,51.596,10.1359,Central Europe
9797,Germany,50.7867,10.8789,Central Europe
9798,Netherlands,52.2442,4.948,Western Europe
9799,Belgium,50.3404,4.0731,Western Europe
9800,Portugal,39.2634,-8.4817,Southern Europe
9801,Switzerland,46.3631,8.2352,Central Europe
9802,Czech Republic,50.0574,15.1294,Central Europe
9803,Belgium,50.7488,4.5614,Western Europe
9804,United Kingdom,54.914,-3.391,Western Europe
9805,France,46.0165,2.2098,Western Europe
9806,Czech Republic,49.7063,15.463,Central Europe
9807,Netherlands,52.1088,5.6639,Western Europe
9808,Netherlands,51.7753,5.5859,Western Europe
9809,Sweden,59.867,18.1989,Northern Europe
9810,Denmark,56.6051,9.1697,Northern Europe
9811,Austria,47.5856,14.2607,Central Europe
9812,United Kingdom,55.8548,-3.4801,Western Europe
9813,Germany,50.9027,10.4252,Central Europe
9814,Poland,52.1945,19.0719,Central Europe
9815,Netherlands,52.5029,5.0431,Western Europe
9816,Austria,47.2553,14.5879,Central Europe
9817,Poland,51.6818,18.8675,Central Europe
9818,Portugal,39.0385,-8.2804,Southern Europe
9819,United Kingdom,55.2035,-3.4772,Western Europe
9820,Denmark,56.119,9.5968,Northern Europe
9821,France,46.2097,2.5635,Western Europe
9822,Portugal,39.0359,-8.3165,Southern Europe
9823,United Kingdom,55.7337,-3.8184,Western Europe
9824,Spain,40.0324,-3.4842,Southern Europe
9825,Netherlands,52.1893,4.9874,Western Europe
9826,Spain,40.3238,-3.3475,Southern Europe
9827,Portugal,39.0512,-8.4211,Southern Europe
9828,Germany,51.3943,10.9369,Central Europe
9829,Belgium,50.9104,4.7705,Western Europe
9830,France,46.3295,2.45,Western Europe
9831,Portugal,39.6432,-8.1749,Southern Europe
9832,Poland,52.0338,19.3553,Central Europe
9833,Czech Republic,50.0831,15.8078,Central Europe
9834,Norway,60.2157,8.5086,Northern Europe
